Wed Mar 18 11:56:05 2020
--------------------------------------------------
Filename: COCu_ml_noseed_200_5k
Dataset size: 200
Target scaling: [0, 0]
Symmetry function parameters:
     G2_etas: [0.05       0.23207944 1.07721735 5.        ]
     G2_rs_s: [0, 0, 0, 0]
     G4_etas: [0.005]
     G4_zetas: [1.0, 4.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 36
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.lbfgs.LBFGS'>
Learning Rate: 0.1
Batch Size: 200
Epochs: 300
Shuffle: False
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
  229       0.0012       0.0549       0.0081       0.0024  7.6785
  230       0.0012       0.0556       0.0081       0.0025  7.8499
  231       0.0012       0.0553       0.0080       0.0025  7.8076
  232       0.0012       0.0563       0.0080       0.0026  7.7507
  233       0.0011       0.0567       0.0080       0.0026  7.7424
  234       0.0011       0.0565       0.0080       0.0026  7.9256
  235       0.0011       0.0568       0.0080       0.0026  7.8734
  236       0.0012       0.0577       0.0080       0.0027  7.7446
  237       0.0011       0.0576       0.0079       0.0027  7.7548
  238       0.0011       0.0568       0.0079       0.0026  7.7707
  239       0.0011       0.0563       0.0079       0.0026  7.6472
  240       0.0011       0.0567       0.0079       0.0026  7.8756
  241       0.0010       0.0563       0.0079       0.0026  7.6033
  242       0.0010       0.0568       0.0078       0.0026  7.9214
  243       0.0011       0.0573       0.0078       0.0026  8.3263
  244       0.0012       0.0574       0.0078       0.0027  7.8755
  245       0.0012       0.0574       0.0078       0.0027  7.6264
  246       0.0012       0.0583       0.0078       0.0027  7.7530
  247       0.0012       0.0584       0.0078       0.0028  7.4303
  248       0.0011       0.0584       0.0078       0.0028  7.7223
  249       0.0011       0.0585       0.0077       0.0028  7.6997
  250       0.0012       0.0592       0.0077       0.0028  7.4857
  251       0.0012       0.0594       0.0077       0.0028  7.6200
  252       0.0012       0.0595       0.0077       0.0029  7.3358
  253       0.0012       0.0605       0.0077       0.0030  7.3648
  254       0.0012       0.0615       0.0077       0.0031  7.3054
  255       0.0012       0.0611       0.0076       0.0030  7.6591
  256       0.0012       0.0611       0.0076       0.0030  7.5942
  257       0.0011       0.0603       0.0076       0.0029  7.3180
  258       0.0011       0.0604       0.0076       0.0029  7.3536
  259       0.0011       0.0600       0.0076       0.0029  7.6724
  260       0.0012       0.0601       0.0076       0.0029  7.6137
  261       0.0011       0.0602       0.0076       0.0029  7.6722
  262       0.0011       0.0603       0.0075       0.0029  7.6359
  263       0.0011       0.0609       0.0075       0.0030  7.6468
  264       0.0011       0.0615       0.0075       0.0031  7.6276
  265       0.0011       0.0616       0.0075       0.0031  7.6691
  266       0.0011       0.0608       0.0075       0.0030  7.3757
  267       0.0012       0.0609       0.0074       0.0030  7.3260
  268       0.0012       0.0614       0.0074       0.0030  7.6670
  269       0.0012       0.0606       0.0074       0.0030  7.6515
  270       0.0012       0.0589       0.0074       0.0028  7.3007
  271       0.0011       0.0585       0.0074       0.0028  7.3832
  272       0.0012       0.0582       0.0074       0.0027  7.2928
  273       0.0012       0.0580       0.0074       0.0027  7.3371
  274       0.0012       0.0585       0.0073       0.0028  7.6803
  275       0.0011       0.0585       0.0073       0.0028  7.3672
  276       0.0011       0.0583       0.0073       0.0027  7.3760
  277       0.0011       0.0574       0.0073       0.0027  7.3281
  278       0.0010       0.0572       0.0073       0.0026  7.4023
  279       0.0011       0.0566       0.0073       0.0026  7.3896
  280       0.0010       0.0558       0.0073       0.0025  7.4058
  281       0.0011       0.0560       0.0072       0.0025  7.3965
  282       0.0010       0.0565       0.0072       0.0026  7.3543
  283       0.0010       0.0562       0.0072       0.0025  7.6595
  284       0.0010       0.0560       0.0072       0.0025  7.6961
  285       0.0010       0.0554       0.0072       0.0025  7.5958
  286       0.0009       0.0558       0.0072       0.0025  7.4022
  287       0.0009       0.0552       0.0072       0.0025  7.3292
  288       0.0010       0.0555       0.0072       0.0025  7.6742
  289       0.0010       0.0552       0.0072       0.0025  7.6284
  290       0.0009       0.0545       0.0071       0.0024  7.3365
  291       0.0010       0.0541       0.0071       0.0024  7.6661
  292       0.0010       0.0542       0.0071       0.0024  7.2905
  293       0.0010       0.0540       0.0071       0.0023  7.6694
  294       0.0010       0.0539       0.0071       0.0023  7.6025
  295       0.0009       0.0538       0.0071       0.0023  7.3854
  296       0.0009       0.0538       0.0071       0.0023  7.3466
  297       0.0009       0.0537       0.0071       0.0023  7.6722
  298       0.0010       0.0534       0.0071       0.0023  7.3790
  299       0.0010       0.0531       0.0071       0.0023  7.3349
  300       0.0011       0.0528       0.0070       0.0023  7.3241
...Training Complete!

Wed Mar 18 12:50:45 2020
--------------------------------------------------
Filename: COCu_ml_noseed_200_5k
Dataset size: 200
Target scaling: [0, 0]
Symmetry function parameters:
     G2_etas: [0.05       0.23207944 1.07721735 5.        ]
     G2_rs_s: [0, 0, 0, 0]
     G4_etas: [0.005]
     G4_zetas: [1.0, 4.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 36
